Easting,Northing,Name,T/A,Grant Number,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,Permanent Casing Diameter,Type of Pump Installed,Water Point Use,Licenced,Well Development Duration,Pump Capacity,Pump Installed Depth,Main Water Strike Depth (MBGL),DWL,Turbidity,Temp,Conductivity,pH,Alkalinity,Hardness,Calcium,Magnesium,Sodium,Potassium,Carbonate,Bicarbonate,Sulphate,Nitrate,Ammonium,Iron,Manganese,Flouride,Dissolved_Solids,Chlorine,Suspended_Solids,Facaeal,E. Coli
602045,8489957,Zalirana   water  point l,Karonga Town,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602087,8903181,Kafikisila,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602096,8900954,Lusubilo orphan care,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602107,8900791,St Mary's Parish,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602121,8901786,Daves Masungwa,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602135,8893791,Mwenilondo ccap church,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602207,8494728,Chikunumbu,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602218,8483930,Sungamoyo,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602228,8895240,Mwangolera (principal) 4,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602230,8903101,Changala Primary school,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602299,8894204,Mwangolera principal  10,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602358,8894893,Mwangolera (principal) 1,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602379,8495966,Machake,Karonga Town,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602382,8901363,Lulindo school,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602424,8900745,St mary 's boys fp school,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602439,8892779,Melele  1,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602454,8481602,Nthache,Msakambewa,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602473,8500167,Chilondola,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602546,8490045,Chunga village,Lobi,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602580,8414994,Mbalame,SC Mkukula,,Sawa Group,9/21/2016,,Dedza,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602582,8484641,Nkhono,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602602,8485264,Tsache primary school,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602624,8881389,Bwaye School,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602633,8895469,Mwangolera (principal) 2,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602643,8490321,Kaluzi village,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602662,8892563,Melele  2,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602686,8893077,Melele  5,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602729,8485224,Mgubani 2,Msakambewa,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602794,8498738,Kapiza 1,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602851,8889000,Chomola,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602862,8488258,Msalekana  / Mchikho,Karonga Town,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602886,8901961,Karonga prison,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602924,8895137,Mwangolera (principal) 3,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602968,8893859,Gondwe,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602983,8892184,Melele  3,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603021,8895771,Potpher Mwangolera  5,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603044,8491637,Kongwe 2 primary  school,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603062,8894521,Vokolani lwasho borehoke 06,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603095,8901730,Kanjere Mwentanga,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603097,8497137,Topaizi,Karonga Town,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603125,8900017,Andrew Mwanyongo,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603157,8893192,Bwana Ngosi,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603191,8490328,Kulungeni,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603200,8891437,Chawanangwa,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603219,8892557,Melele  4,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603219,8895097,Vokolani lwasho  04,Karonga Town,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603254,8901184,malema,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603264,8488622,Chikuule,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603352,8487958,Zawanda Kamtepa,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603357,8893468,Mwakabanje,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603381,8895357,Vokolani lwasho  03,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603387,8499443,Shelemu,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603394,8492692,Chiwandila,Msakambewa,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603426,8500913,Ching'ombe,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603449,8894775,Vokolani lwasho  05,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603488,8491876,Chinguwo,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603495,8490424,Damisoni moyo borejole,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603498,8893995,Mpululu,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603521,8895112,Vokoloni lwasho 02,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603634,8894585,Kaphiririta,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603639,8499495,Chimbetete,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603650,8890965,Kayumba,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603724,8894896,Achimwene,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603741,8498262,Mkanga school boreholr,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603743,8893224,Mwenigamba,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603758,8488190,Kamtepa village,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603820,8891272,Mikambalala,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603856,8490900,Jeremani,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603926,8894322,Mwabunganiro,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603935,8891892,Mwenengana,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603957,8892961,Spark Ngosi,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604004,8894575,Sichali,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604080,8895014,Bwana Mlindayifwa,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604081,8893688,Mzumbazumba,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604097,8889500,Mazungumika,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604098,8487554,Mathoka,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604124,8485270,Kamphero,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604276,8486678,Mtsitsi,Msakambewa,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604277,8496857,Kalikwembe,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604350,8490324,Mawuachotsa,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604402,8883538,Kayuni 2  3,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604416,8884026,Kayuni 2  1,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604419,8486253,Kadango,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604487,8485322,Mkhumbi,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604584,8892340,Kayumba Mwangosi,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604618,8481826,Chisenga,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604631,8481812,Ndelemani/Chisenga,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604647,8890911,Ipyana Chomola,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604652,8893481,Fisheries,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604728,8488085,Chinyanya  5,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604818,8888712,Bambo,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604908,8890065,Webster Mwalughali VG,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604976,8887563,Kayuni  2,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604987,8487893,Kamuona,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605139,8891598,Chiwembe,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605265,8889748,Walughali  mseu,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605278,8492609,Lumwira 2,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605325,8485244,Kafumphe LEA school,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605352,8890335,Lughali primary school  1,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605433,8891172,Ipyana mahara ba badada,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605448,8890312,Lughali primary school  2,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605452,8890171,Lughali  1,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605474,8480730,Gawamadzi hoya,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605478,8876436,Kasimba school,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605497,8885742,Kayuni  7,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605509,8886981,Mwalwanda,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605551,8487841,Chifuti,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605607,8487622,Nduwaluwa,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605611,8886195,Kayuni  6,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605713,8888407,Kasiri Lughali,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605732,8487106,Mpangitseni primary school,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605762,8494636,Chanvu,Msakambewa,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605821,8496767,Kafaliti,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605922,8487384,Nduwaluwa  2,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605925,8493490,Chinguwo,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606069,8885733,Kayuni  8,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606077,8887393,Kayuni  3,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606109,8890640,Kasoba,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606111,8886504,Ndomomo primary school,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606129,8484976,kalumba,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606142,8888019,Kelvin Simwaka,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606196,8484747,Msanyama,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606214,8888769,Mabuyu,Mhuju,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606230,8794985,Chilulu,SC Mkukula,,Sawa Group,9/3/2016,,Rumphi,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606239,8477029,Sengani,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606259,8885120,Mwenelupembe kafupi,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606270,8487067,Masocha,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606322,8886677,Chitukuko  Winga,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606437,8887742,GVH kayuni,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606444,8889988,Henley,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606468,8887089,Lupembe Agriculture  2,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606513,8490555,Pembe,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606537,8484515,Imfa yatonse  3,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606548,8490658,Pemba 2,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606558,8483509,Kafandikhale,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606589,8484435,Imfa yatonse,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606721,8484570,Imfa yatonse 2,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606723,8887782,Kasayo,Msakambewa,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606810,8497113,Mwezowala school,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606883,8886310,Lupembe Market,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606966,8884577,Pagravel,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607050,8480315,Kaliza  1,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607070,8887345,Mwenekiwombwe,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607230,8889274,Anglican,SC Mkukula,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607272,8480991,Kaliza 2,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305,8491923,Mwase,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607347,8884832,Kafupi,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607363,8886435,Winga,Zombwe,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607384,8749531,Choma,SC Mkukula,,Sawa Group,8/31/2016,,Mzimba,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607418,8483268,Kambiya,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607435,8486314,Lichapa,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607489,8495823,Filipo,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607507,8486058,Chimombo,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607512,8484438,Makosana,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607526,8883210,Safisha,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607566,8886806,Matowa,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607613,8887587,Mateyo,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607619,8492391,James,SC Mkukula,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607629,8483130,Kambia,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607642,8885101,Chinsowolo,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607862,8884632,Chinsogholo school,Kyungu,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607889,8884013,Chiwondo U/5 Clinic,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607929,8492256,James primary school,Chiwere,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607944,8491538,Mwaza,Kyungu,,,,,Dowa,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607946,8886337,Kayuni  5,Chiwere,,,,,Karonga,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
